"time","level","message"
"2018-03-01 16:26:13","WARNING","[scrapy.core.scraper] Dropped: Duplicate product scraped at <http://www.smartskincare.com/forum/viewtopic.php?p=11997>, first one was scraped at <http://www.smartskincare.com/forum/viewtopic.php?p=12145>
{u'Author': [u'dprato Joined: 23 Aug 2007 Posts: 2 Location: santa clara Posted: Thu Aug 23, 2007 3:31 pm Post subject: horse chestnut seed and vitamin K for dark circles Hey There, I have heard that horse chestnut seed extract and vitamin K strengthen capillary walls, thereby reducing under eye pigmentation due to leaky blood vessels. These are also 2 of the ingredients in the famous and expensive Teamine. Dr T could you provide a formula for a DIY cream with these ingredients? Would they be water soluable or oil soluable? Back to top jamesherried'],
 u'Subtitle': [u'Eye Area Skin Care'],
 u'Title': [u'horse chestnut seed and vitamin K for dark circles'],
 '_cached_page_id': '16bd5d569cd85d0f470cb44ab97c37653b8371fb',
 u'_template': '3ad8-4d55-b07c',
 u'_type': u'Period Skin Care Companies maternity skin care',
 u'url': 'http://www.smartskincare.com/forum/viewtopic.php?p=11997'}"
"2018-03-01 16:26:15","INFO","[scrapy.spidermiddlewares.httperror] Ignoring response <404 http://www.smartskincare.com/doctors>: HTTP status code is not handled or not allowed"
"2018-03-01 16:26:30","WARNING","[scrapy.core.scraper] Dropped: Duplicate product scraped at <http://www.smartskincare.com/forum/viewtopic.php?p=21397>, first one was scraped at <http://www.smartskincare.com/forum/viewtopic.php?t=4727&view=next>
{u'Author': [u'yamen-d Joined: 28 Nov 2015 Posts: 4 Posted: Sat Nov 28, 2015 12:51 pm Post subject: what is the main difference between Day & Night anti-agi What is the main difference between the day and night anti-aging cream in term of ingredients required and the main features to focus on. THank you very very much Back to top drtodorov'],
 u'Date': [None],
 u'Subtitle': [u'Skin Rejuvenation / Anti-Aging'],
 u'Text': [u'Daytime creams typically need to be compatible with makeup and/or sunscreen applied over them. They also tend to be less ""rich"" and faster to absorb (so that the are less noticeable after application). There no such constraints for night-time creams.',
           u'Daytime creams typically need to be compatible with makeup and/or sunscreen applied over them. They also tend to be less ""rich"" and faster to absorb (so that the are less noticeable after application). There no such constraints for night-time creams.'],
 u'Title': [u'what is the main difference between Day & Night anti-agi'],
 '_cached_page_id': '1a13d4cb1987c0b7582c38c3c591b893523c2c95',
 u'_template': '3ad8-4d55-b07c',
 u'_type': u'Period Skin Care Companies maternity skin care',
 u'url': 'http://www.smartskincare.com/forum/viewtopic.php?p=21397'}"
"2018-03-01 16:26:39","WARNING","[scrapy.core.scraper] Dropped: Duplicate product scraped at <http://www.smartskincare.com/forum/viewtopic.php?t=9&start=0&postdays=0&postorder=asc&highlight=>, first one was scraped at <http://www.smartskincare.com/forum/viewtopic.php?t=9&highlight=>
{u'Author': [u'webmaster'],
 u'Date': [None],
 u'Subtitle': [u'Basic Skin Care / Skin Health Maintenance'],
 u'Text': [u""Welcome to Smart Skin Care Forums, a place for intelligent skin care discussions. Here's a few basic rules to help make this message-board both educational and enjoyable. 1) Constructive disagreements and differences of opinion are expected as long as they are a part of rational and respectful discourse. Personal accusations, attacks, negativity or other lapses of civility will not be tolerated. 2) Commercial or promotional posts of any kind are not permitted. We respect the need of commercial entities to advertise their products. However, the place of advertising is in the advertising section, not disguised as a forum message. If you are looking for an ad space, please contact the webmaster. 3) Nothing on this forum or elsewhere on this website should be considered as a medical advice. 4) Please DO NOT post messages related to DIY (do-it-yourself) skin care preparations. A casual discussion of DIY skin care items, without detailed instructions, precautions and warnings, may lead to improper preparation, storage and/or usage, causing skin irritation and other side-effects. 5) The posts or threads that violate the above rules may be locked or deleted. The violators' posting privileges may be revoked. If you have any questions or concerns about these guidelines or other issues related to this forum, please email to me at drtodorov@smartskincare.com""],
 u'Title': [u'Posting rules and guidelines'],
 '_cached_page_id': 'ae67b4133c49eb569e4c688b088104989f555aae',
 u'_template': '3ad8-4d55-b07c',
 u'_type': u'Period Skin Care Companies maternity skin care',
 u'url': 'http://www.smartskincare.com/forum/viewtopic.php?t=9&start=0&postdays=0&postorder=asc&highlight='}"
"2018-03-01 16:26:40","INFO","[scrapy.extensions.logstats] Crawled 56 pages (at 56 pages/min), scraped 15 items (at 15 items/min)"
"2018-03-01 16:26:47","WARNING","[scrapy.core.scraper] Dropped: Duplicate product scraped at <http://www.smartskincare.com/forum/viewtopic.php?t=6597&view=previous>, first one was scraped at <http://www.smartskincare.com/forum/viewtopic.php?t=4727&view=next>
{u'Author': [u'yamen-d Joined: 28 Nov 2015 Posts: 4 Posted: Sat Nov 28, 2015 12:51 pm Post subject: what is the main difference between Day & Night anti-agi What is the main difference between the day and night anti-aging cream in term of ingredients required and the main features to focus on. THank you very very much Back to top drtodorov'],
 u'Date': [None],
 u'Subtitle': [u'Skin Rejuvenation / Anti-Aging'],
 u'Text': [u'Daytime creams typically need to be compatible with makeup and/or sunscreen applied over them. They also tend to be less ""rich"" and faster to absorb (so that the are less noticeable after application). There no such constraints for night-time creams.',
           u'Daytime creams typically need to be compatible with makeup and/or sunscreen applied over them. They also tend to be less ""rich"" and faster to absorb (so that the are less noticeable after application). There no such constraints for night-time creams.'],
 u'Title': [u'what is the main difference between Day & Night anti-agi'],
 '_cached_page_id': '72568d6a79c27878b9909818a145ed35ee365c77',
 u'_template': '3ad8-4d55-b07c',
 u'_type': u'Period Skin Care Companies maternity skin care',
 u'url': 'http://www.smartskincare.com/forum/viewtopic.php?t=6597&view=previous'}"
"2018-03-01 16:26:54","WARNING","[scrapy.core.scraper] Dropped: Duplicate product scraped at <http://www.smartskincare.com/forum/viewtopic.php?p=21348>, first one was scraped at <http://www.smartskincare.com/forum/viewtopic.php?t=6597&view=next>
{u'Subtitle': [u'Skin Rejuvenation / Anti-Aging'],
 u'Title': [u'Nasolabial folds'],
 '_cached_page_id': '773f5a72d3ec9b089d6742e21e00faef633f25e8',
 u'_template': '3ad8-4d55-b07c',
 u'_type': u'Period Skin Care Companies maternity skin care',
 u'url': 'http://www.smartskincare.com/forum/viewtopic.php?p=21348'}"
"2018-03-01 16:26:54","WARNING","[scrapy.core.scraper] Dropped: Duplicate product scraped at <http://www.smartskincare.com/forum/viewtopic.php?p=20669>, first one was scraped at <http://www.smartskincare.com/forum/viewtopic.php?t=6597&view=next>
{u'Subtitle': [u'Skin Rejuvenation / Anti-Aging'],
 u'Title': [u'Nasolabial folds'],
 '_cached_page_id': 'f080ce8a68123f55877eb7d86c2740678078c0bb',
 u'_template': '3ad8-4d55-b07c',
 u'_type': u'Period Skin Care Companies maternity skin care',
 u'url': 'http://www.smartskincare.com/forum/viewtopic.php?p=20669'}"
"2018-03-01 16:27:40","INFO","[scrapy.extensions.logstats] Crawled 354 pages (at 298 pages/min), scraped 16 items (at 1 items/min)"
"2018-03-01 16:28:11","WARNING","[scrapy.core.scraper] Dropped: Duplicate product scraped at <http://www.smartskincare.com/forum/privmsg.php?mode=post&u=54153>, first one was scraped at <http://www.smartskincare.com/forum/privmsg.php?mode=post&u=60909>
{u'Subtitle': [u'phpBB'],
 u'Title': [u'Smart Skin Care Forum Index Information Private messaging has been disabled on this board. Powered by phpBB'],
 '_cached_page_id': 'e4ca513409790352f2f901cb65dc567f00029d89',
 u'_template': '3ad8-4d55-b07c',
 u'_type': u'Period Skin Care Companies maternity skin care',
 u'url': 'http://www.smartskincare.com/forum/privmsg.php?mode=post&u=54153'}"
"2018-03-01 16:28:16","WARNING","[scrapy.core.scraper] Dropped: Duplicate product scraped at <http://www.smartskincare.com/forum/viewtopic.php?t=5139&highlight=>, first one was scraped at <http://www.smartskincare.com/forum/viewtopic.php?p=21236&highlight=>
{u'Author': [u'davpet Joined: 28 May 2006 Posts: 83 Posted: Mon Jul 20, 2009 2:16 pm Post subject: NEWS : FDA Approves a Home Use Wrinkle Removal Laser Device finance.yahoo.com/news/Palomar-Receives-FDA-prnews-3875123975.html?x=0&.v=1 ""BURLINGTON, Mass., June 5 /PRNewswire-FirstCall/ -- Palomar Medical Technologies Inc. (Nasdaq: PMTI - News), a leading researcher and developer of light-based systems for cosmetic treatments, today announced that it has become the first company to receive a 510(k) over-the-counter (OTC) clearance from the United States Food and Drug Administration (FDA) for a new, patented, home use, laser device for the treatment of periorbital wrinkles. OTC clearance allows the device to be marketed and sold directly to consumers without a prescription. This consumer device was developed by Palomar and completed together with Johnson and Johnson Consumer Companies, Inc., under a previously announced agreement to develop light-based anti-aging devices. Designed specifically for use in the home and based on years of research and clinical testing, this consumer device represents a major breakthrough in the aesthetic device industry. Commenting on the achievement, Palomar Chief Executive Officer Joseph P. Caruso said, ""This FDA clearance for a laser to treat wrinkles in the home opens up a tremendous opportunity to tap into the multi-billion dollar consumer skin care market with our patented technology. The professional treatment of fine lines and wrinkles using lasers has been well established and proven to be safe and effective for years in the doctors\' office using large and expensive lasers. With this breakthrough, consumers will be able to use similar technology in the privacy of their own home for a fraction of the cost. This latest clearance further validates Palomar\'s investment in research and development in the field of light-based anti-aging treatments and adds to the list of distinctions for Palomar as a technology leader in our industry."" Mr. Caruso continued, ""Years ago, we believed that light-based anti-aging applications could be brought to the home. We invested significant resources in research, development, clinical testing, and patent protection to make this a reality and ensure that Palomar would be the leader with this innovative technology. We envision a strong market for this OTC device and an increase in consumer awareness to help drive growth in our professional business."" Back to top orangehrzn Joined: 23 Feb 2005 Posts: 1044 Posted: Fri Jul 24, 2009 1:10 pm Post subject: Clearance from FDA does NOT mean the device is effective, just means it is safe to use in analogy to other similar devices. I\'m sure it won\'t remove a single wrinkle, it\'s just another gadjet with which to \'tap into\' the consumer pocket. Back to top davpet Joined: 28 May 2006 Posts: 83 Posted: Fri Aug 07, 2009 7:42 am Post subject: orangehrzn wrote: Clearance from FDA does NOT mean the device is effective, just means it is safe to use in analogy to other similar devices. I\'m sure it won\'t remove a single wrinkle, it\'s just another gadjet with which to \'tap into\' the consumer pocket. Orangehrzn, I was actually waiting for your cynical response. Look, of course it won\'t a hand held CO2 laser, and the only people who would be naive enough to believe it could erase wrinkles would be some gullible housewives. Palomar and Johnson & Johnson are not some fly-by-night companies looking to make a quick buck. I\'m sure they\'ve spent millions of dollars developing and testing this product, so it will definitely have some clinical effect. It may not erase wrinkles but it will certainly boost collagen, and that means it will find an important place in the anti-aging armory, especially if it\'s non-invase and non-irritating. Back to top orangehrzn Joined: 23 Feb 2005 Posts: 1044 Posted: Fri Aug 07, 2009 3:59 pm Post subject: And do you know what the typical plastic surgeons \'cynical response\' is at conferences when an LED \'rejuvenation\' device is presented? ""I can\'t figure out which pic is \'before\' and which \'after\' .... "" LOL When I researched articles before my \'cynical response\' was formed I saw this article that claimed reduction of pore size with LED. Well guess what .... I couldn\'t tell which pic is before and which after LOL And please don\'t call people cynical because they don\'t subscribe to your naive point of view. When you send a couple of thousand $$$ down the drain for such FDA approved devices/procedures with minimal results, instead of spending a nice vacation in Europe, maybe you will appreciate more my \'cynical response\' which is based on direct personal experience and analysis of published \'research\'. Back to top davpet Joined: 28 May 2006 Posts: 83 Posted: Sat Aug 08, 2009 1:38 am Post subject: Orangehrzn, I thought of you when i saw this clip : youtube.com/watch?v=6pUSIjdvTIY Hello McFly, this a laser not an LED. Back to top orangehrzn Joined: 23 Feb 2005 Posts: 1044 Posted: Sat Aug 08, 2009 2:25 pm Post subject: This is device with laser diodes. The only difference between these and the usual cheap LED\'s is that the light is coherent vs. incoherent something that your skin does not care about at all. Of course calling it the fancy term ""laser"" instantly grabs the attention of people without sufficient background which think they will get at least partially the benefits of a CO2 skin resurfacing in their own kitchens. This is one of the gazillion similar devices cleared by FDA in the past neither of which caused a revolition in skin rejuvenation. FDA will approve anything that is not harmfull they simply do not want to styfle the market - no wonder the USA market is full of gadgets that simply don\'t work ... Back to top davpet Joined: 28 May 2006 Posts: 83 Posted: Tue Aug 11, 2009 4:15 am Post subject: orangehrzn wrote: And do you know what the typical plastic surgeons \'cynical response\' is at conferences when an LED \'rejuvenation\' device is presented? ""I can\'t figure out which pic is \'before\' and which \'after\' .... "" LOL When I researched articles before my \'cynical response\' was formed I saw this article that claimed reduction of pore size with LED. Well guess what .... I couldn\'t tell which pic is before and which after LOL With regards to LED devices, you\'re absolutely right. Have a look at these before and after pics, it\'s next to impossible to tell the before from the after pic ...not. phototherapeutics.com/pdf/photos-before-after.pdf Last edited by davpet on Tue Aug 11, 2009 6:19 am; edited 1 time in total Back to top davpet Joined: 28 May 2006 Posts: 83 Posted: Tue Aug 11, 2009 6:18 am Post subject: orangehrzn wrote: Clearance from FDA does NOT mean the device is effective, just means it is safe to use in analogy to other similar devices. Yes it does. For FDA approval, you have to prove safety AND clinical efficacy. Back to top orangehrzn Joined: 23 Feb 2005 Posts: 1044 Posted: Tue Aug 11, 2009 11:53 pm Post subject: Wow ... Palomar made a home device that erases wrinkles, releases it for couple of hundreds and looses hudreds of thousands cause plastic surgeons don\'t need its lasers anymore for the same purpose .... Impressive example of altruism during bad economy LOL Back to top davpet Joined: 28 May 2006 Posts: 83 Posted: Wed Aug 12, 2009 2:44 am Post subject: orangehrzn wrote: Wow ... Palomar made a home device that erases wrinkles, releases it for couple of hundreds and looses hudreds of thousands cause plastic surgeons don\'t need its lasers anymore for the same purpose .... Ahhh the cynicism. Palomar has made a home device that will soften fine lines, so as to tap into the ""multi-billion dollar consumer skin care market"". It will be used as an adjunct to in-office laser/light procedures, so it won\'t threaten their physician based products. Back to top orangehrzn Joined: 23 Feb 2005 Posts: 1044 Posted: Thu Aug 13, 2009 11:33 am Post subject: Palomar are surely ready to tap into YOUR pocket not mine. The results of Omnilux that you took as \'evidence\' above are less than impressive outside of their advertisement broshure, same thing with Matrixyl - stellar results on manifacturers broshure but somehow reviews that Matrixyl erased wrinkles are missing, I wonder why .... On the other hand reviews that Retin-A erased faint lines are not lacking at all .... Moreover, the Palomar home gadget (which is just 1000th gadget with same characteristics that passed FDA) will have at most 1/10th of the intensity of Omnilux devices, good luck achieving even the mediocre Omnilux results with that. Let me know when you soften/erase a single wrinkle with it LOL Back to top Discohouse Joined: 18 Oct 2006 Posts: 74 Posted: Wed Mar 25, 2015 1:39 pm Post subject: Re: Palomar pandagirl009 wrote: The power of the energy behind an at home product does not compare to what the doctors offer at the office. This may provide a temporary fix buy cannot reach the power and therefore the effectiveness over time of the procedures the doctors offer. You cannot allow an unlicensed person to have such a strong device at home. This is good if you have a dinner date or a week way and want to prepare - not for long term quality results. orangehrzn said it right the first time; FDA clearance doesn\'t mean that the product is effective, but rather that it is safe. Back to top bohemianrox Joined: 25 Aug 2015 Posts: 5 Posted: Tue Aug 25, 2015 8:46 pm Post subject: Many of the at home devices these days are amazingly effective. This would include laser, microcurrent, High Frequency, Radio Frequency, Dot Matrix..Led etc.. They can reduce sag and lift loose skin, diminish entirely or soften lines, even skin tone and texture, reduce the appearance of large pores and scars, alleviate hyperpigmentation and discolorations. They may not be as strong as those at the Drs or a Salon but they can be used more frequently and a lot of money can be saved by DIY. Are the results permanent? No. Neither are they at a Drs office or the salon. Return visits are always a part of the plan. Everything must be maintained. You don\'t wash your hair once or clean your house and never have to do it again, do you? You don\'t work out for a few months and expect the results to last forever.. And don\'t forget that any anti aging is not only reversing past damage but fighting future damage. That\'s quite a struggle. But these days it can be done. Back to top AdaBrown'],
 u'Date': [None],
 u'Subtitle': [u'Skin Rejuvenation / Anti-Aging'],
 u'Text': [u""Using such devices would be very effective, but I was wondering is there any side effect as I used devices for removing black areas under my eyes but tiny fat practical appeared, then I stopped. I also know some lotion products, but as I'm working in a biochemistry BOC Sciences (bocsci.com), I know pretty clear about the side effects of the chemicals it contain. So I am looking for a device with the help of other lotion products."",
           u""Using such devices would be very effective, but I was wondering is there any side effect as I used devices for removing black areas under my eyes but tiny fat practical appeared, then I stopped. I also know some lotion products, but as I'm working in a biochemistry BOC Sciences (bocsci.com), I know pretty clear about the side effects of the chemicals it contain. So I am looking for a device with the help of other lotion products.""],
 u'Title': [u'NEWS : FDA Approves a Home Use Wrinkle Removal Laser Device'],
 '_cached_page_id': '26a21937153a0d718bdddd46c166b7fb87614732',
 u'_template': '3ad8-4d55-b07c',
 u'_type': u'Period Skin Care Companies maternity skin care',
 u'url': 'http://www.smartskincare.com/forum/viewtopic.php?t=5139&highlight='}"
"2018-03-01 16:28:17","WARNING","[scrapy.core.scraper] Dropped: Duplicate product scraped at <http://www.smartskincare.com/forum/viewtopic.php?p=21348&highlight=>, first one was scraped at <http://www.smartskincare.com/forum/viewtopic.php?t=6597&view=next>
{u'Subtitle': [u'Skin Rejuvenation / Anti-Aging'],
 u'Title': [u'Nasolabial folds'],
 '_cached_page_id': '6e5f2b0cbc26b8fb2ad15cc977e8aaa7269d8588',
 u'_template': '3ad8-4d55-b07c',
 u'_type': u'Period Skin Care Companies maternity skin care',
 u'url': 'http://www.smartskincare.com/forum/viewtopic.php?p=21348&highlight='}"
"2018-03-01 16:28:17","WARNING","[scrapy.core.scraper] Dropped: Duplicate product scraped at <http://www.smartskincare.com/forum/viewtopic.php?t=6281&highlight=>, first one was scraped at <http://www.smartskincare.com/forum/viewtopic.php?t=6597&view=next>
{u'Subtitle': [u'Skin Rejuvenation / Anti-Aging'],
 u'Title': [u'Nasolabial folds'],
 '_cached_page_id': '73c28886b6a396bbaccd1d679e97a7f2b9b73914',
 u'_template': '3ad8-4d55-b07c',
 u'_type': u'Period Skin Care Companies maternity skin care',
 u'url': 'http://www.smartskincare.com/forum/viewtopic.php?t=6281&highlight='}"
"2018-03-01 16:28:23","WARNING","[scrapy.core.scraper] Dropped: Duplicate product scraped at <http://www.smartskincare.com/forum/viewtopic.php?t=6209&highlight=>, first one was scraped at <http://www.smartskincare.com/forum/viewtopic.php?p=21572&highlight=>
{u'Author': [u'GaleRamirez', u'vickyforums'],
 u'Date': [None, None],
 u'Subtitle': [u'Skin Rejuvenation / Anti-Aging'],
 u'Text': [u'When a woman enters her 40s, skin changes be more noticeable in the mirror. Fine lines will sneak up, drier skin increases, and skin may begin to sag. The skincare routine she been on her 30s for both morning and night could possibly not meet her needs today.',
           u""vickyforums wrote: When a woman enters her 40s, skin changes be more noticeable in the mirror. Fine lines will sneak up, drier skin increases, and skin may begin to sag. The skincare routine she been on her 30s for both morning and night could possibly not meet her needs today. That is why you need to make some simple changes on your habits to prevent further fine lines, wrinkles and dry skin as well as getting rid of those which are already present on your skin. Drink plenty of water, eat foods that contain anti-aging properties, get enough sleep, manage stress, don't smoke, use beauty products with care and always protect your skin from the sun. Additionally, consider taking anti-aging supplements.""],
 u'Title': [u'Anti Aging Skin Care'],
 '_cached_page_id': '01d4a4942aea7b868048be27dbfc806fca88aef2',
 u'_template': '3ad8-4d55-b07c',
 u'_type': u'Period Skin Care Companies maternity skin care',
 u'url': 'http://www.smartskincare.com/forum/viewtopic.php?t=6209&highlight='}"
